54.32;5.09;19.07;0.84;−0.13;0.22;10.72;−54.17;−0.27;63.30;21.30
53.13;−2.75;19.07;0.83;−0.19;0.22;10.72;−57.74;−0.32;62.55;21.30
52.93;−4.06;19.07;0.83;−0.20;0.22;10.72;−58.33;−0.35;62.59;21.28
52.93;−4.06;19.07;0.83;−0.20;0.22;10.72;−58.33;−0.35;62.59;21.27
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.36;61.53;21.27
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.36;61.53;21.26
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.36;61.53;21.26
52.14;−9.25;19.07;0.82;−0.24;0.22;10.72;−60.71;−0.37;61.96;21.24
52.14;−9.25;19.07;0.82;−0.24;0.22;10.72;−60.71;−0.37;61.96;21.25
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.38;61.92;21.24
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.38;61.70;21.24
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.38;61.70;21.18
50.55;−19.50;19.07;0.82;−0.32;0.21;10.72;−65.48;−0.39;60.66;21.21
51.15;−15.68;19.07;0.82;−0.29;0.21;10.72;−63.69;−0.41;61.39;21.23
51.15;−15.68;19.07;0.82;−0.29;0.21;10.72;−63.69;−0.41;61.39;21.23
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.22
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.22
51.15;−15.68;19.07;0.82;−0.29;0.21;10.72;−63.69;−0.41;61.39;21.21
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.23
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.23
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.21
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.23
51.34;−14.40;19.07;0.82;−0.28;0.21;10.72;−63.10;−0.42;61.61;21.26
52.14;−9.25;19.07;0.82;−0.24;0.22;10.72;−60.71;−0.43;62.47;21.28
52.14;−9.25;19.07;0.82;−0.24;0.22;10.72;−60.71;−0.43;62.47;21.27
52.34;−7.96;19.07;0.82;−0.23;0.22;10.72;−60.12;−0.43;62.68;21.27
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.42;62.25;21.25
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.42;62.25;21.24
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.26
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.23
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.24
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.42;62.04;21.23
51.74;−11.83;19.07;0.82;−0.26;0.21;10.72;−61.90;−0.42;62.04;21.23
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.42;62.25;21.24
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.42;62.25;21.24
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.42;62.25;21.23
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.25
51.54;−13.11;19.07;0.82;−0.27;0.21;10.72;−62.50;−0.42;61.82;21.26
51.94;−10.54;19.07;0.82;−0.25;0.21;10.72;−61.31;−0.42;62.25;21.28
52.53;−6.66;19.07;0.82;−0.22;0.22;10.72;−59.52;−0.43;62.90;21.31
52.53;−6.66;19.07;0.82;−0.22;0.22;10.72;−59.52;−0.43;62.90;21.37
54.32;5.09;19.07;0.82;−0.13;0.22;10.72;−54.17;−0.46;64.84;21.47
54.32;5.09;19.07;0.82;−0.13;0.22;10.72;−54.17;−0.46;64.84;21.49
56.70;20.54;19.07;0.82;−0.01;0.23;13.63;−47.02;−0.46;66.99;21.49
56.70;20.54;19.07;0.82;−0.01;0.23;13.63;−47.02;−0.46;66.99;21.48
56.70;20.54;19.07;0.82;−0.01;0.23;13.63;−47.02;−0.46;66.99;21.50
56.70;20.54;19.07;0.82;−0.01;0.23;13.63;−47.02;−0.46;66.99;21.50
57.10;23.08;19.07;0.82;0.01;0.24;14.19;−45.83;−0.47;67.42;21.54
57.10;23.08;19.07;0.82;0.01;0.24;14.19;−45.83;−0.47;67.42;21.55
57.89;28.14;19.07;0.83;0.05;0.24;15.28;−43.45;−0.43;67.56;21.53
57.89;28.14;19.07;0.83;0.05;0.24;15.28;−43.45;−0.43;67.56;21.50
57.10;23.08;19.07;0.83;0.01;0.24;14.19;−45.83;−0.42;66.71;21.49
56.50;19.27;19.07;0.83;−0.02;0.23;13.35;−47.62;−0.41;66.08;21.47
56.50;19.27;19.07;0.83;−0.02;0.23;13.35;−47.62;−0.41;66.08;21.52
57.30;24.35;19.07;0.83;0.02;0.24;14.46;−45.24;−0.42;66.92;21.53
57.49;25.61;19.07;0.83;0.03;0.24;14.74;−44.64;−0.42;67.13;21.50
57.49;25.61;19.07;0.83;0.03;0.24;14.74;−44.64;−0.42;67.13;21.50
56.90;21.81;19.07;0.83;0.00;0.23;13.91;−46.43;−0.42;66.50;21.48
56.90;21.81;19.07;0.83;0.00;0.23;13.91;−46.43;−0.42;66.50;21.49
56.70;20.54;19.07;0.83;−0.01;0.23;13.63;−47.02;−0.41;66.29;21.46
56.11;16.71;19.07;0.83;−0.04;0.23;12.78;−48.81;−0.40;65.65;21.46
56.11;16.71;19.07;0.83;−0.04;0.23;12.78;−48.81;−0.40;65.65;21.45
55.91;15.43;19.07;0.83;−0.05;0.23;12.49;−49.40;−0.40;65.44;21.50
56.90;21.81;19.07;0.83;0.00;0.23;13.91;−46.43;−0.42;66.50;21.50
56.90;21.81;19.07;0.83;0.00;0.23;13.91;−46.43;−0.42;66.50;21.47
56.30;17.99;19.07;0.83;−0.03;0.23;13.06;−48.21;−0.41;65.86;21.45
56.30;17.99;19.07;0.83;−0.03;0.23;13.06;−48.21;−0.41;65.86;21.46
56.11;16.71;19.07;0.83;−0.04;0.23;12.78;−48.81;−0.40;65.65;21.45
55.51;12.86;19.07;0.83;−0.07;0.23;11.91;−50.60;−0.40;65.02;21.41
55.51;12.86;19.07;0.83;−0.07;0.23;11.91;−50.60;−0.40;65.02;21.41
55.11;10.28;19.07;0.83;−0.09;0.23;11.32;−51.79;−0.39;64.60;21.40
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.39
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.38
54.52;6.39;19.07;0.83;−0.12;0.23;10.72;−53.57;−0.38;63.96;21.38
54.32;5.09;19.07;0.83;−0.13;0.22;10.72;−54.17;−0.38;63.75;21.38
54.32;5.09;19.07;0.83;−0.13;0.22;10.72;−54.17;−0.38;63.75;21.39
54.52;6.39;19.07;0.83;−0.12;0.23;10.72;−53.57;−0.38;63.96;21.36
54.52;6.39;19.07;0.83;−0.12;0.23;10.72;−53.57;−0.38;63.96;21.39
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.42
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.38
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.40
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.40
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.38
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.37
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.39
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.40
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.43
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.41
55.11;10.28;19.07;0.83;−0.09;0.23;11.32;−51.79;−0.39;64.60;21.38
54.52;6.39;19.07;0.83;−0.12;0.23;10.72;−53.57;−0.38;63.96;21.38
54.52;6.39;19.07;0.83;−0.12;0.23;10.72;−53.57;−0.38;63.96;21.36
54.52;6.39;19.07;0.83;−0.12;0.23;10.72;−53.57;−0.38;63.96;21.35
54.12;3.79;19.07;0.83;−0.14;0.22;10.72;−54.76;−0.38;63.54;21.36
54.12;3.79;19.07;0.83;−0.14;0.22;10.72;−54.76;−0.38;63.54;21.36
53.92;2.48;19.07;0.83;−0.15;0.22;10.72;−55.36;−0.37;63.33;21.39
53.92;2.48;19.07;0.83;−0.15;0.22;10.72;−55.36;−0.37;63.33;21.40
54.92;8.98;19.07;0.83;−0.10;0.23;11.02;−52.38;−0.39;64.38;21.39
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.38
54.72;7.69;19.07;0.83;−0.11;0.23;10.72;−52.98;−0.38;64.17;21.35
53.92;2.48;19.07;0.83;−0.15;0.22;10.72;−55.36;−0.37;63.33;21.34
53.72;1.17;19.07;0.83;−0.16;0.22;10.72;−55.95;−0.37;63.12;21.33
53.72;1.17;19.07;0.83;−0.16;0.22;10.72;−55.95;−0.37;63.12;21.32
53.33;−1.45;19.07;0.83;−0.18;0.22;10.72;−57.14;−0.36;62.69;21.33
53.33;−1.45;19.07;0.83;−0.18;0.22;10.72;−57.14;−0.36;62.69;21.32
53.53;−0.14;19.07;0.83;−0.17;0.22;10.72;−56.55;−0.37;62.91;21.32
53.33;−1.45;19.07;0.83;−0.18;0.22;10.72;−57.14;−0.36;62.69;21.32
53.33;−1.45;19.07;0.83;−0.18;0.22;10.72;−57.14;−0.36;62.69;21.31
53.13;−2.75;19.07;0.83;−0.19;0.22;10.72;−57.74;−0.36;62.48;21.30
52.93;−4.06;19.07;0.83;−0.20;0.22;10.72;−58.33;−0.36;62.27;21.30
52.93;−4.06;19.07;0.83;−0.20;0.22;10.72;−58.33;−0.36;62.27;21.29
52.93;−4.06;19.07;0.83;−0.20;0.22;10.72;−58.33;−0.36;62.27;21.30
